5000
       driver_id  start_time  end_time        lng        lat node_idgrid_id  \
19760        707           0     79200 -73.967604  40.846790            NaN   
16992        708           0     79200 -74.050239  40.785855            NaN   
13890        709           0     79200 -73.986157  40.720748            NaN   
15929        710           0     79200 -73.874996  40.761264            NaN   
8628         711           0     79200 -73.880263  40.733416            NaN   
7123         712           0     79200 -73.954703  40.765554            NaN   
7166         713           0     79200 -73.880818  40.761807            NaN   
17725        714           0     79200 -73.981227  40.786892            NaN   
7385         715           0     79200 -73.879343  40.712727            NaN   
9840         716           0     79200 -73.959908  40.776280            NaN   
5970         717           0     79200 -73.981751  40.746389            NaN   
838          718           0     79200 -73.976030  40.723689            NaN   
1002         719           0     79200 -73.938172  40.698642            NaN   
15244        720           0     79200 -73.945596  40.711481            NaN   
13181        721           0     79200 -74.053994  40.800146            NaN   
3987         722           0     79200 -73.984970  40.737913            NaN   
17268        723           0     79200 -73.877919  40.739395            NaN   
18614        724           0     79200 -73.997809  40.761494            NaN   
3057         725           0     79200 -74.037584  40.764830            NaN   
8503         726           0     79200 -73.987058  40.742139            NaN   
12111        727           0     79200 -74.008846  40.713806            NaN   
11848        728           0     79200 -74.046669  40.783257            NaN   
1003         729           0     79200 -73.983545  40.824935            NaN   
2344         730           0     79200 -74.060616  40.791849            NaN   
5744         731           0     79200 -74.078704  40.826266            NaN   
17705        732           0     79200 -74.000497  40.710996            NaN   
15405        733           0     79200 -73.886208  40.743780            NaN   
14528        734           0     79200 -73.960767  40.706464            NaN   
19731        735           0     79200 -74.036584  40.841553            NaN   
9003         736           0     79200 -73.895094  40.744671            NaN   
10493        737           0     79200 -74.030988  40.752841            NaN   
8587         738           0     79200 -73.990982  40.718350            NaN   
16210        739           0     79200 -73.908572  40.715401            NaN   
6285         740           0     79200 -73.990223  40.714398            NaN   
15621        741           0     79200 -73.872565  40.727379            NaN   
17019        742           0     79200 -74.059541  40.793298            NaN   
13717        743           0     79200 -73.896947  40.761965            NaN   
599          744           0     79200 -73.922069  40.737722            NaN   
8387         745           0     79200 -74.024874  40.768274            NaN   
6820         746           0     79200 -73.974059  40.788987            NaN   
8376         747           0     79200 -73.979624  40.838015            NaN   
1864         748           0     79200 -74.055715  40.744498            NaN   
1291         749           0     79200 -74.011106  40.715602            NaN   
9943         750           0     79200 -73.997722  40.840507            NaN   
6717         751           0     79200 -74.061559  40.748973            NaN   
19355        752           0     79200 -73.988579  40.722969            NaN   
6294         753           0     79200 -74.045494  40.849662            NaN   
9119         754           0     79200 -74.008125  40.745387            NaN   
11942        755           0     79200 -74.022921  40.783174            NaN   
4468         756           0     79200 -73.983176  40.733340            NaN   
4258         757           0     79200 -73.942527  40.740492            NaN   
5588         758           0     79200 -73.923457  40.764348            NaN   
12332        759           0     79200 -74.000530  40.752690            NaN   
11289        760           0     79200 -74.024065  40.844192            NaN   
3549         761           0     79200 -74.069286  40.724700            NaN   
14613        762           0     79200 -74.005960  40.745231            NaN   
15355        763           0     79200 -73.912168  40.755764            NaN   
1999         764           0     79200 -73.918413  40.711532            NaN   
585          765           0     79200 -74.073299  40.783899            NaN   
10154        766           0     79200 -73.999684  40.758914            NaN   
16329        767           0     79200 -73.954339  40.749415            NaN   
7452         768           0     79200 -73.894985  40.766772            NaN   
7424         769           0     79200 -73.938710  40.753898            NaN   
16152        770           0     79200 -74.057109  40.714361            NaN   
1358         771           0     79200 -73.857192  40.744892            NaN   
1453         772           0     79200 -73.854780  40.716947            NaN   
3485         773           0     79200 -74.056289  40.794864            NaN   
11589        774           0     79200 -73.904880  40.700271            NaN   
2609         775           0     79200 -74.004529  40.811087            NaN   
3872         776           0     79200 -73.973459  40.797891            NaN   
6200         777           0     79200 -74.008390  40.743960            NaN   
9779         778           0     79200 -73.942456  40.758683            NaN   
18947        779           0     79200 -74.024835  40.849784            NaN   
11643        780           0     79200 -73.974852  40.834430            NaN   
19096        781           0     79200 -73.943440  40.708781            NaN   
17450        782           0     79200 -74.009092  40.726002            NaN   
18037        783           0     79200 -73.978011  40.838208            NaN   
15951        784           0     79200 -74.080799  40.842862            NaN   
19963        785           0     79200 -73.997338  40.766204            NaN   
7702         786           0     79200 -73.871929  40.746802            NaN   
6306         787           0     79200 -74.050736  40.791161            NaN   
17096        788           0     79200 -74.024918  40.773571            NaN   
10685        789           0     79200 -73.988516  40.721463            NaN   
1628         790           0     79200 -73.855116  40.757414            NaN   
4451         791           0     79200 -73.968250  40.712775            NaN   
4354         792           0     79200 -73.996049  40.810842            NaN   
15742        793           0     79200 -73.922238  40.767300            NaN   
15658        794           0     79200 -74.026430  40.748367            NaN   
265          795           0     79200 -73.872172  40.723152            NaN   
3260         796           0     79200 -73.970420  40.799077            NaN   
18432        797           0     79200 -74.019744  40.790545            NaN   
6570         798           0     79200 -73.977912  40.827086            NaN   
8904         799           0     79200 -74.002237  40.849002            NaN   
14101        800           0     79200 -74.035635  40.769867            NaN   
13947        801           0     79200 -73.882964  40.757975            NaN   
9094         802           0     79200 -73.918364  40.749541            NaN   
2816         803           0     79200 -73.993234  40.810905            NaN   
1266         804           0     79200 -74.003842  40.711778            NaN   
12001        805           0     79200 -73.880268  40.700150            NaN   
11821        806           0     79200 -74.030946  40.787819            NaN   
3626         807           0     79200 -73.955780  40.715702            NaN   
11760        808           0     79200 -74.010367  40.836105            NaN   
13180        809           0     79200 -73.949925  40.734936            NaN   
7100         810           0     79200 -73.887077  40.724638            NaN   
8693         811           0     79200 -73.988696  40.714184            NaN   
14956        812           0     79200 -74.033784  40.763103            NaN   
4950         813           0     79200 -74.037981  40.752166            NaN   
10972        814           0     79200 -73.896856  40.744412            NaN   
3354         815           0     79200 -74.025999  40.764418            NaN   
11593        816           0     79200 -74.037251  40.753223            NaN   
15977        817           0     79200 -73.918334  40.735424            NaN   
11798        818           0     79200 -74.076121  40.734046            NaN   
18077        819           0     79200 -73.861608  40.756164            NaN   
16434        820           0     79200 -73.877731  40.736696            NaN   
11313        821           0     79200 -73.900055  40.745940            NaN   
10288        822           0     79200 -73.990144  40.775575            NaN   
4859         823           0     79200 -73.941029  40.715563            NaN   
3596         824           0     79200 -73.901146  40.709890            NaN   
16853        825           0     79200 -74.030216  40.759920            NaN   
19221        826           0     79200 -73.889750  40.758841            NaN   
7111         827           0     79200 -73.979302  40.776731            NaN   
15187        828           0     79200 -73.914938  40.742923            NaN   
13760        829           0     79200 -74.001339  40.812425            NaN   
1729         830           0     79200 -73.958041  40.713771            NaN   
2286         831           0     79200 -73.980982  40.781719            NaN   
6934         832           0     79200 -73.849587  40.752900            NaN   
16378        833           0     79200 -73.961698  40.720317            NaN   
19016        834           0     79200 -73.920950  40.741366            NaN   
10254        835           0     79200 -74.039720  40.775363            NaN   
18581        836           0     79200 -73.928339  40.702192            NaN   
12834        837           0     79200 -73.864036  40.723789            NaN   
1181         838           0     79200 -73.978908  40.831677            NaN   
14420        839           0     79200 -73.941900  40.721321            NaN   
6521         840           0     79200 -74.008254  40.736953            NaN   
19514        841           0     79200 -74.001988  40.740444            NaN   
1707         842           0     79200 -73.942757  40.743044            NaN   
14734        843           0     79200 -73.962290  40.719759            NaN   
18906        844           0     79200 -73.852153  40.735297            NaN   
14237        845           0     79200 -74.016390  40.795797            NaN   
13308        846           0     79200 -73.967033  40.760936            NaN   
15245        847           0     79200 -73.912480  40.744167            NaN   
14232        848           0     79200 -73.994559  40.713697            NaN   
370          849           0     79200 -73.889899  40.697551            NaN   
14596        850           0     79200 -74.003732  40.848380            NaN   
13419        851           0     79200 -73.975134  40.758488            NaN   
17296        852           0     79200 -73.999831  40.789504            NaN   
10828        853           0     79200 -73.995284  40.755825            NaN   
16994        854           0     79200 -73.971648  40.766143            NaN   
7176         855           0     79200 -74.058189  40.791373            NaN   
938          856           0     79200 -73.935877  40.737930            NaN   
4717         857           0     79200 -73.976060  40.755600            NaN   
13747        858           0     79200 -74.063709  40.713653            NaN   
14616        859           0     79200 -73.971924  40.799705            NaN   
7113         860           0     79200 -73.894892  40.750721            NaN   
6823         861           0     79200 -73.850055  40.740768            NaN   
17280        862           0     79200 -74.054462  40.789815            NaN   
17364        863           0     79200 -73.866906  40.759385            NaN   
3214         864           0     79200 -74.073577  40.739748            NaN   
8869         865           0     79200 -73.992549  40.712463            NaN   
5633         866           0     79200 -74.051750  40.850961            NaN   
2687         867           0     79200 -73.942905  40.768810            NaN   
17926        868           0     79200 -73.985868  40.717522            NaN   
19566        869           0     79200 -73.952363  40.734750            NaN   
12755        870           0     79200 -73.956353  40.702510            NaN   
18687        871           0     79200 -73.997574  40.813902            NaN   
823          872           0     79200 -73.907436  40.768784            NaN   
11071        873           0     79200 -74.041748  40.751265            NaN   
19904        874           0     79200 -73.903411  40.729721            NaN   
4834         875           0     79200 -73.920358  40.768120            NaN   
3134         876           0     79200 -73.868597  40.705375            NaN   
14589        877           0     79200 -74.062899  40.837911            NaN   
3948         878           0     79200 -73.940423  40.711218            NaN   
11893        879           0     79200 -74.069403  40.728059            NaN   
8570         880           0     79200 -73.978729  40.830859            NaN   
6864         881           0     79200 -74.007133  40.809801            NaN   
3            882           0     79200 -73.959695  40.762740            NaN   
8101         883           0     79200 -74.034835  40.758776            NaN   
9009         884           0     79200 -73.983398  40.718574            NaN   
6896         885           0     79200 -74.056132  40.743856            NaN   
784          886           0     79200 -73.877042  40.710127            NaN   
4383         887           0     79200 -74.049289  40.719101            NaN   
19955        888           0     79200 -74.034593  40.768530            NaN   
16512        889           0     79200 -73.876252  40.748439            NaN   
15303        890           0     79200 -73.901481  40.741369            NaN   
11741        891           0     79200 -73.843033  40.709216            NaN   
3119         892           0     79200 -73.996380  40.709749            NaN   
17832        893           0     79200 -73.986637  40.717922            NaN   
2705         894           0     79200 -73.922443  40.743440            NaN   
5626         895           0     79200 -73.979224  40.747071            NaN   
8412         896           0     79200 -73.970614  40.747780            NaN   
9154         897           0     79200 -73.975509  40.787001            NaN   
9662         898           0     79200 -73.920217  40.753343            NaN   
8015         899           0     79200 -74.078249  40.787278            NaN   
2397         900           0     79200 -73.872384  40.746347            NaN   
18067        901           0     79200 -73.902840  40.706494            NaN   
13651        902           0     79200 -73.949228  40.742533            NaN   
10321        903           0     79200 -74.059524  40.823698            NaN   
3369         904           0     79200 -73.908647  40.734677            NaN   
17524        905           0     79200 -73.944019  40.754810            NaN   
11018        906           0     79200 -73.904462  40.747662            NaN   
17868        907           0     79200 -73.959827  40.733270            NaN   
6063         908           0     79200 -73.955599  40.737866            NaN   
12729        909           0     79200 -74.030878  40.727204            NaN   
19184        910           0     79200 -73.903861  40.768118            NaN   
9429         911           0     79200 -73.994103  40.710094            NaN   
504          912           0     79200 -73.893766  40.742609            NaN   
17535        913           0     79200 -73.904277  40.742805            NaN   
16809        914           0     79200 -73.912103  40.762025            NaN   
5519         915           0     79200 -73.907893  40.718687            NaN   
5048         916           0     79200 -73.918040  40.770655            NaN   
14694        917           0     79200 -73.862480  40.760848            NaN   
7013         918           0     79200 -73.874226  40.743955            NaN   
7429         919           0     79200 -73.876387  40.717329            NaN   
14513        920           0     79200 -74.062323  40.795748            NaN   
8613         921           0     79200 -73.987667  40.738292            NaN   
12862        922           0     79200 -73.987934  40.848510            NaN   
19378        923           0     79200 -74.057851  40.790933            NaN   
2638         924           0     79200 -74.062169  40.741358            NaN   
16405        925           0     79200 -73.969365  40.769271            NaN   
8843         926           0     79200 -74.032816  40.737226            NaN   
11257        927           0     79200 -74.015526  40.707672            NaN   
6667         928           0     79200 -74.072472  40.739625            NaN   
6945         929           0     79200 -73.988188  40.748302            NaN   
6507         930           0     79200 -74.078712  40.850826            NaN   
8512         931           0     79200 -73.998896  40.790403            NaN   
3172         932           0     79200 -73.901969  40.759555            NaN   
6575         933           0     79200 -73.956174  40.760890            NaN   
1039         934           0     79200 -73.900846  40.738466            NaN   
14194        935           0     79200 -73.988584  40.824391            NaN   
12637        936           0     79200 -74.001545  40.735794            NaN   
17240        937           0     79200 -73.987766  40.749793            NaN   
18845        938           0     79200 -74.059849  40.744430            NaN   
7775         939           0     79200 -74.029690  40.771489            NaN   
17452        940           0     79200 -74.045838  40.842617            NaN   
18481        941           0     79200 -73.977359  40.789561            NaN   
17341        942           0     79200 -74.019137  40.785098            NaN   
1074         943           0     79200 -73.949764  40.716474            NaN   
13587        944           0     79200 -74.069459  40.715171            NaN   
5561         945           0     79200 -73.979510  40.761159            NaN   
1209         946           0     79200 -73.953426  40.714068            NaN   
256          947           0     79200 -73.976030  40.723689            NaN   
16827        948           0     79200 -73.897504  40.754284            NaN   
8946         949           0     79200 -74.072985  40.802914            NaN   
6898         950           0     79200 -73.859312  40.721024            NaN   
18026        951           0     79200 -73.975477  40.836759            NaN   
19138        952           0     79200 -73.975445  40.732983            NaN   
11176        953           0     79200 -73.898439  40.759948            NaN   
5895         954           0     79200 -73.902285  40.760557            NaN   
16441        955           0     79200 -73.918198  40.758598            NaN   
4552         956           0     79200 -74.048848  40.846142            NaN   
4000         957           0     79200 -74.072564  40.732422            NaN   
4719         958           0     79200 -73.873529  40.742522            NaN   
2091         959           0     79200 -74.000717  40.788182            NaN   
6632         960           0     79200 -74.043427  40.755763            NaN   
15328        961           0     79200 -74.029413  40.738538            NaN   
14765        962           0     79200 -74.009201  40.716193            NaN   
5691         963           0     79200 -73.955114  40.785925            NaN   
2201         964           0     79200 -73.953779  40.722774            NaN   
7256         965           0     79200 -73.945176  40.772554            NaN   
9240         966           0     79200 -73.901631  40.767741            NaN   
19288        967           0     79200 -73.997785  40.724235            NaN   
4079         968           0     79200 -74.017934  40.706173            NaN   
16766        969           0     79200 -73.938294  40.755557            NaN   
15499        970           0     79200 -74.064200  40.709330            NaN   
6978         971           0     79200 -74.055416  40.800467            NaN   
9909         972           0     79200 -73.911073  40.773101            NaN   
8337         973           0     79200 -73.866771  40.731659            NaN   
8540         974           0     79200 -73.853693  40.747460            NaN   
18819        975           0     79200 -73.991374  40.697020            NaN   
5101         976           0     79200 -74.032111  40.768230            NaN   
149          977           0     79200 -73.863010  40.744594            NaN   
120          978           0     79200 -74.062388  40.795685            NaN   
2056         979           0     79200 -73.982565  40.716437            NaN   
4907         980           0     79200 -73.982107  40.774640            NaN   
3449         981           0     79200 -73.998953  40.816820            NaN   
5686         982           0     79200 -73.994593  40.740442            NaN   
16156        983           0     79200 -74.035083  40.752300            NaN   
12738        984           0     79200 -74.000405  40.837777            NaN   
4968         985           0     79200 -73.942350  40.712537            NaN   
9728         986           0     79200 -74.008551  40.795859            NaN   
15997        987           0     79200 -73.929555  40.754129            NaN   
9167         988           0     79200 -73.853546  40.727133            NaN   
17936        989           0     79200 -73.877536  40.746222            NaN   
4897         990           0     79200 -74.047133  40.725653            NaN   
7691         991           0     79200 -74.026157  40.785314            NaN   
15530        992           0     79200 -73.931155  40.703773            NaN   
4945         993           0     79200 -74.056115  40.747851            NaN   
14697        994           0     79200 -74.003157  40.744056            NaN   
6469         995           0     79200 -74.077807  40.805486            NaN   
19795        996           0     79200 -73.885783  40.747438            NaN   
3989         997           0     79200 -73.914813  40.699268            NaN   
926          998           0     79200 -74.011517  40.702963            NaN   
11453        999           0     79200 -73.910933  40.768853            NaN   
2116        1000           0     79200 -73.848910  40.758742            NaN   
12863       1001           0     79200 -73.895354  40.709826            NaN   
13399       1002           0     79200 -74.015307  40.803332            NaN   
18870       1003           0     79200 -73.952945  40.785837            NaN   
629         1004           0     79200 -74.015805  40.803426            NaN   
13010       1005           0     79200 -73.874361  40.740160            NaN   
19806       1006           0     79200 -73.897981  40.777253            NaN   
7615        1007           0     79200 -74.003874  40.738129            NaN   
8641        1008           0     79200 -73.964936  40.772463            NaN   
14549       1009           0     79200 -73.982953  40.838032            NaN   
18948       1010           0     79200 -74.051454  40.739004            NaN   
16993       1011           0     79200 -74.040677  40.775543            NaN   
15603       1012           0     79200 -73.935388  40.749410            NaN   
18121       1013           0     79200 -74.004403  40.714005            NaN   
9410        1014           0     79200 -73.975611  40.832293            NaN   
16667       1015           0     79200 -73.851625  40.737015            NaN   
11633       1016           0     79200 -73.919612  40.733834            NaN   
14017       1017           0     79200 -73.974345  40.737367            NaN   
12490       1018           0     79200 -73.954344  40.742024            NaN   
14663       1019           0     79200 -74.006302  40.795619            NaN   
7018        1020           0     79200 -74.045494  40.849662            NaN   
17865       1021           0     79200 -74.072884  40.712497            NaN   
1148        1022           0     79200 -73.996426  40.767453            NaN   
14657       1023           0     79200 -73.938733  40.738120            NaN   
760         1024           0     79200 -73.958177  40.733426            NaN   
3100        1025           0     79200 -73.939274  40.704072            NaN   
9648        1026           0     79200 -74.005719  40.802949            NaN   
231         1027           0     79200 -73.996663  40.726931            NaN   
6239        1028           0     79200 -73.953240  40.782674            NaN   
4929        1029           0     79200 -74.010161  40.801071            NaN   
17003       1030           0     79200 -73.938600  40.758007            NaN   
11982       1031           0     79200 -74.067773  40.810311            NaN   
11716       1032           0     79200 -73.848136  40.717689            NaN   
16397       1033           0     79200 -73.873752  40.770642            NaN   
19881       1034           0     79200 -74.077544  40.712402            NaN   
12318       1035           0     79200 -73.909695  40.725450            NaN   
1750        1036           0     79200 -73.841529  40.715070            NaN   
14690       1037           0     79200 -73.998481  40.795992            NaN   
19197       1038           0     79200 -74.069217  40.839061            NaN   
7392        1039           0     79200 -73.921537  40.710980            NaN   
10356       1040           0     79200 -73.904614  40.716626            NaN   
9063        1041           0     79200 -74.050201  40.753411            NaN   
13608       1042           0     79200 -73.869515  40.769236            NaN   
3123        1043           0     79200 -73.954531  40.784042            NaN   
6604        1044           0     79200 -74.062591  40.723271            NaN   
17083       1045           0     79200 -74.063746  40.792127            NaN   
8049        1046           0     79200 -73.843594  40.709080            NaN   
17763       1047           0     79200 -73.874207  40.756730            NaN   
2873        1048           0     79200 -73.902524  40.741203            NaN   
6175        1049           0     79200 -73.947539  40.703351            NaN   
18773       1050           0     79200 -73.941144  40.698542            NaN   
3906        1051           0     79200 -73.927938  40.744387            NaN   
3493        1052           0     79200 -74.042691  40.732186            NaN   
17185       1053           0     79200 -73.864262  40.754918            NaN   
12032       1054           0     79200 -73.902786  40.757473            NaN   
5760        1055           0     79200 -73.958922  40.736067            NaN   
8672        1056           0     79200 -73.956034  40.784667            NaN   
12579       1057           0     79200 -74.005610  40.738140            NaN   
15501       1058           0     79200 -74.037164  40.784099            NaN   
19827       1059           0     79200 -73.976718  40.841811            NaN   
15248       1060           0     79200 -73.983748  40.840247            NaN   
18050       1061           0     79200 -73.868479  40.728980            NaN   
9705        1062           0     79200 -74.014537  40.784723            NaN   
19766       1063           0     79200 -73.967100  40.844917            NaN   
3545        1064           0     79200 -74.040349  40.763288            NaN   
12129       1065           0     79200 -73.873119  40.750735            NaN   
7116        1066           0     79200 -73.878245  40.738444            NaN   
11377       1067           0     79200 -74.069027  40.715897            NaN   
3401        1068           0     79200 -73.967765  40.801303            NaN   
9558        1069           0     79200 -73.872614  40.740550            NaN   
6478        1070           0     79200 -73.892435  40.765737            NaN   
11682       1071           0     79200 -73.939178  40.759175            NaN   
4603        1072           0     79200 -74.079951  40.713615            NaN   
1785        1073           0     79200 -73.846674  40.708396            NaN   
17718       1074           0     79200 -73.977374  40.774291            NaN   
319         1075           0     79200 -73.927697  40.736416            NaN   
8285        1076           0     79200 -74.059283  40.802217            NaN   
14116       1077           0     79200 -74.010680  40.721531            NaN   
19459       1078           0     79200 -74.036130  40.769278            NaN   
1059        1079           0     79200 -74.023484  40.788599            NaN   
18793       1080           0     79200 -74.028300  40.746023            NaN   
4866        1081           0     79200 -73.950251  40.702570            NaN   
15910       1082           0     79200 -73.900790  40.739594            NaN   
18928       1083           0     79200 -73.993726  40.720932            NaN   
8706        1084           0     79200 -73.983182  40.840804            NaN   
18023       1085           0     79200 -73.991934  40.815980            NaN   
7198        1086           0     79200 -73.984649  40.817968            NaN   
17467       1087           0     79200 -73.932726  40.769699            NaN   
9597        1088           0     79200 -74.012933  40.716423            NaN   
583         1089           0     79200 -74.010685  40.835424            NaN   
12633       1090           0     79200 -73.998319  40.754282            NaN   
3616        1091           0     79200 -73.896657  40.772927            NaN   
2026        1092           0     79200 -74.027780  40.766654            NaN   
5714        1093           0     79200 -74.063851  40.747811            NaN   
18319       1094           0     79200 -74.023180  40.801431            NaN   
3929        1095           0     79200 -73.934246  40.771029            NaN   
13346       1096           0     79200 -73.868458  40.749264            NaN   
10026       1097           0     79200 -74.042235  40.718001            NaN   
9538        1098           0     79200 -73.869566  40.766711            NaN   
1824        1099           0     79200 -73.870491  40.719678            NaN   
9665        1100           0     79200 -74.064604  40.739248            NaN   
9828        1101           0     79200 -74.077908  40.843843            NaN   
8658        1102           0     79200 -74.003416  40.759278            NaN   
15748       1103           0     79200 -73.972710  40.795935            NaN   
12549       1104           0     79200 -74.066010  40.812057            NaN   
12558       1105           0     79200 -74.024736  40.780005            NaN   
13631       1106           0     79200 -74.053793  40.796419            NaN   
1991        1107           0     79200 -74.023521  40.769994            NaN   
7497        1108           0     79200 -73.902957  40.738404            NaN   
7581        1109           0     79200 -73.956209  40.743878            NaN   
16485       1110           0     79200 -74.058974  40.792341            NaN   
19873       1111           0     79200 -73.992280  40.725262            NaN   
3022        1112           0     79200 -73.876155  40.772000            NaN   
15732       1113           0     79200 -73.892130  40.704845            NaN   
14780       1114           0     79200 -73.866131  40.706656            NaN   
8226        1115           0     79200 -74.013904  40.793418            NaN   
14080       1116           0     79200 -74.047661  40.745115            NaN   
5889        1117           0     79200 -73.932799  40.754195            NaN   
2766        1118           0     79200 -73.897790  40.705834            NaN   
4133        1119           0     79200 -74.042661  40.715861            NaN   
3504        1120           0     79200 -73.984274  40.699769            NaN   
14149       1121           0     79200 -73.982978  40.717427            NaN   
11786       1122           0     79200 -73.967054  40.848645            NaN   
1536        1123           0     79200 -73.880498  40.701969            NaN   
329         1124           0     79200 -73.953163  40.705544            NaN   
14670       1125           0     79200 -73.853437  40.723323            NaN   
12911       1126           0     79200 -73.881484  40.765462            NaN   
9547        1127           0     79200 -74.047463  40.732230            NaN   
13165       1128           0     79200 -74.016213  40.791927            NaN   
16429       1129           0     79200 -74.011238  40.790420            NaN   
3283        1130           0     79200 -73.963601  40.713826            NaN   
8160        1131           0     79200 -74.011291  40.725184            NaN   
19402       1132           0     79200 -74.023454  40.777576            NaN   
10510       1133           0     79200 -73.984173  40.850155            NaN   
8162        1134           0     79200 -74.028337  40.748704            NaN   
11091       1135           0     79200 -74.009524  40.797911            NaN   
18953       1136           0     79200 -73.989137  40.741375            NaN   
1609        1137           0     79200 -73.947090  40.784249            NaN   
15634       1138           0     79200 -73.959592  40.731852            NaN   
10534       1139           0     79200 -73.876240  40.704344            NaN   
14015       1140           0     79200 -73.901816  40.724216            NaN   
1903        1141           0     79200 -73.949321  40.728213            NaN   
17362       1142           0     79200 -73.869786  40.730504            NaN   
5917        1143           0     79200 -73.886719  40.735725            NaN   
17157       1144           0     79200 -73.913706  40.744377            NaN   
3772        1145           0     79200 -73.990751  40.729883            NaN   
7014        1146           0     79200 -74.006953  40.729493            NaN   
11855       1147           0     79200 -74.019777  40.772505            NaN   
7010        1148           0     79200 -73.976985  40.756001            NaN   
3693        1149           0     79200 -73.944107  40.698972            NaN   
1755        1150           0     79200 -73.961912  40.715930            NaN   
7175        1151           0     79200 -73.890631  40.768890            NaN   
12860       1152           0     79200 -73.976436  40.832915            NaN   
133         1153           0     79200 -74.076056  40.760482            NaN   
1239        1154           0     79200 -73.929645  40.765374            NaN   
14688       1155           0     79200 -73.881137  40.747927            NaN   
16832       1156           0     79200 -74.009003  40.809905            NaN   
2211        1157           0     79200 -73.894218  40.739758            NaN   
14730       1158           0     79200 -73.996317  40.753407            NaN   
3139        1159           0     79200 -73.891824  40.765194            NaN   
786         1160           0     79200 -73.999556  40.751941            NaN   
19257       1161           0     79200 -73.924506  40.756261            NaN   
18042       1162           0     79200 -73.858908  40.757899            NaN   
17446       1163           0     79200 -73.856850  40.699855            NaN   
5231        1164           0     79200 -73.963345  40.796091            NaN   
11223       1165           0     79200 -73.860223  40.747013            NaN   
15506       1166           0     79200 -74.076504  40.709458            NaN   
1625        1167           0     79200 -73.994009  40.829932            NaN   
1067        1168           0     79200 -74.032786  40.849901            NaN   
8961        1169           0     79200 -74.010287  40.786022            NaN   
10904       1170           0     79200 -74.027167  40.752508            NaN   
17046       1171           0     79200 -73.887511  40.741083            NaN   
10314       1172           0     79200 -73.887119  40.714498            NaN   
6350        1173           0     79200 -74.031933  40.728287            NaN   
6064        1174           0     79200 -74.057770  40.714904            NaN   
4592        1175           0     79200 -73.886401  40.738284            NaN   
1402        1176           0     79200 -73.934649  40.756953            NaN   
958         1177           0     79200 -73.935452  40.740067            NaN   
3527        1178           0     79200 -73.966502  40.767248            NaN   
12300       1179           0     79200 -73.987391  40.838439            NaN   
18259       1180           0     79200 -73.896924  40.767042            NaN   
10793       1181           0     79200 -73.994285  40.827532            NaN   
12955       1182           0     79200 -73.891997  40.735948            NaN   
19178       1183           0     79200 -74.009179  40.778973            NaN   
17688       1184           0     79200 -73.883509  40.755754            NaN   
19733       1185           0     79200 -74.038495  40.719852            NaN   
15155       1186           0     79200 -74.063355  40.738941            NaN   
15617       1187           0     79200 -73.854373  40.717591            NaN   
8980        1188           0     79200 -74.032035  40.846152            NaN   
16299       1189           0     79200 -74.015734  40.707186            NaN   
1937        1190           0     79200 -73.960990  40.708354            NaN   
15708       1191           0     79200 -74.058600  40.801304            NaN   
19667       1192           0     79200 -73.957564  40.725078            NaN   
16091       1193           0     79200 -73.985040  40.753558            NaN   
16604       1194           0     79200 -74.045567  40.848178            NaN   
9125        1195           0     79200 -73.867606  40.732718            NaN   
17780       1196           0     79200 -74.048102  40.738051            NaN   
10146       1197           0     79200 -73.934273  40.774995            NaN   
13190       1198           0     79200 -74.025642  40.846080            NaN   
1460        1199           0     79200 -73.943863  40.721770            NaN   
17853       1200           0     79200 -74.045218  40.742554            NaN   
2070        1201           0     79200 -74.004026  40.716871            NaN   
12582       1202           0     79200 -73.853678  40.742110            NaN   
19484       1203           0     79200 -74.007930  40.723758            NaN   
959         1204           0     79200 -73.911069  40.702996            NaN   
8277        1205           0     79200 -74.030264  40.742346            NaN   
2237        1206           0     79200 -73.851411  40.753937            NaN   
9135        1207           0     79200 -73.852884  40.730427            NaN   
6030        1208           0     79200 -73.879306  40.722345            NaN   
17006       1209           0     79200 -73.899506  40.754947            NaN   
689         1210           0     79200 -73.917350  40.704992            NaN   
5694        1211           0     79200 -73.970396  40.747991            NaN   
15747       1212           0     79200 -74.077277  40.840619            NaN   
4051        1213           0     79200 -74.000722  40.735926            NaN   
16110       1214           0     79200 -73.978360  40.754112            NaN   
13892       1215           0     79200 -74.037883  40.779137            NaN   
15442       1216           0     79200 -74.015306  40.770723            NaN   
7869        1217           0     79200 -73.983441  40.747103            NaN   
4484        1218           0     79200 -73.959723  40.758674            NaN   
12063       1219           0     79200 -74.016012  40.707160            NaN   
17308       1220           0     79200 -73.970682  40.846856            NaN   
2007        1221           0     79200 -74.053075  40.780444            NaN   
19513       1222           0     79200 -73.918755  40.753669            NaN   
8791        1223           0     79200 -74.080569  40.762214            NaN   
4895        1224           0     79200 -73.987595  40.770404            NaN   
18811       1225           0     79200 -73.997158  40.806167            NaN   
16215       1226           0     79200 -74.004251  40.733399            NaN   
1097        1227           0     79200 -74.056350  40.813372            NaN   
8262        1228           0     79200 -73.989429  40.726188            NaN   
9938        1229           0     79200 -73.993752  40.725659            NaN   
11170       1230           0     79200 -74.041945  40.749309            NaN   
9292        1231           0     79200 -73.996325  40.717600            NaN   
2182        1232           0     79200 -74.076276  40.720134            NaN   
18136       1233           0     79200 -74.005151  40.810603            NaN   
12216       1234           0     79200 -73.865909  40.712764            NaN   
6588        1235           0     79200 -74.063137  40.715265            NaN   
