,ID,trip_distance,origin_lng,origin_lat,dest_lng,dest_lat,trip_time
1830,VTS,6.7,-73.999202,40.717375,-73.95111,40.778577,3480
1831,VTS,1.83,-73.994103,40.740112,-73.972805,40.746617,3240
1832,VTS,1.6,-73.979773,40.743352,-73.997692,40.756402,3480
1833,VTS,6.71,-73.999503,40.733675,-73.9945,40.660305,2340
1834,VTS,6.71,-73.970552,40.794112,-73.934423,40.770392,2580
1835,VTS,2.76,-73.987835,40.732337,-73.962897,40.76084,780
1836,VTS,1.83,-73.949392,40.722407,-73.940487,40.70096,180
1837,VTS,0.63,-74.00403,40.742107,-73.974682,40.756402,60
1838,VTS,1.27,-73.960187,40.759357,-73.972542,40.756612,60
1839,VTS,1.3,-73.990615,40.734855,-73.979342,40.723485,0
1840,VTS,2.74,-74.006502,40.731682,-73.991752,40.764855,0
1841,VTS,0.62,-73.924532,40.743672,-73.878582,40.73627,420
1842,VTS,3.31,-73.9623,40.810175,-73.985988,40.758822,2700
1843,VTS,1.91,-73.975877,40.751427,-73.997003,40.765267,3000
1844,VTS,2.73,-73.988547,40.745962,-73.999572,40.714137,2760
1845,CMT,0.5,-73.978814,40.736374,-73.973546,40.743375,72741
1846,CMT,1.5,-73.988463,40.778533,-73.977793,40.764264,72649
1847,CMT,0.5,-73.994746,40.745372,-74.000986,40.74548,72857
1848,CMT,1.2,-73.987456,40.755004,-74.002716,40.760638,72393
1849,CMT,1.0,-73.982657,40.677962,-73.967538,40.672785,72572
1850,CMT,1.6,-73.979959,40.763451,-74.002134,40.761194,72474
1851,CMT,2.4,-74.009565,40.714825,-73.98044,40.727091,72562
1852,CMT,1.3,-73.964378,40.775723,-73.946277,40.773029,60827
1853,CMT,1.4,-73.964369,40.765413,-73.947846,40.774932,61041
1854,CMT,1.1,0.0,0.0,0.0,0.0,61346
1855,CMT,0.7,-74.008164,40.738898,-73.996713,40.737212,61022
1856,CMT,0.7,-73.990616,40.734392,-74.002612,40.739459,61108
1857,CMT,3.7,-74.013713,40.703263,-73.976437,40.728885,61227
1858,CMT,2.7,-73.976213,40.75543,-73.956508,40.786797,61036
1859,CMT,11.1,-73.870306,40.773934,-73.987632,40.755426,61060
1860,CMT,2.5,-73.972678,40.761223,-73.945909,40.773382,60793
1861,CMT,1.8,-73.976288,40.75641,-73.988683,40.736617,60823
1862,CMT,1.9,-73.982572,40.77611,-73.956707,40.764647,61116
1863,CMT,3.0,-73.951587,40.790789,-73.96302,40.757467,61223
1864,CMT,8.7,-73.988999,40.749028,-73.994138,40.681331,60808
1865,CMT,1.3,-73.994178,40.75049,-73.981505,40.763168,61162
1866,CMT,2.9,-73.981799,40.766176,-74.001747,40.735762,61073
1867,CMT,0.8,-73.983396,40.760196,-73.991733,40.749825,60829
1868,CMT,0.8,-73.971554,40.755206,-73.978059,40.76293,61142
1869,CMT,1.6,-73.973957,40.782871,-73.952093,40.769423,60806
1870,CMT,1.0,-73.988859,40.748515,-73.976475,40.756997,61359
1871,CMT,1.7,-73.954272,40.787058,-73.932729,40.794906,61113
1872,CMT,2.4,-73.965545,40.806057,-73.940111,40.805512,61341
1873,CMT,1.1,-73.993315,40.745281,-73.989025,40.755469,61054
1874,CMT,4.7,-73.867465,40.717903,-73.867465,40.717903,60977
1875,CMT,10.3,-73.98276,40.761519,-73.861808,40.76726,60999
1876,CMT,0.5,-73.993422,40.722262,-73.991982,40.716433,61779
1877,CMT,2.1,-73.984405,40.76975,-73.981379,40.747814,61887
1878,CMT,3.9,0.0,0.0,0.0,0.0,76850
1879,CMT,2.8,-73.988663,40.76336,-73.978212,40.734137,77067
1880,CMT,1.7,-73.972972,40.757596,-73.981835,40.736764,77449
1881,CMT,5.2,-74.00089,40.729149,-73.948584,40.784992,77145
1882,CMT,1.0,-73.993432,40.758626,-73.97985,40.753281,77252
1883,CMT,0.9,-73.981091,40.742157,-73.99296,40.749134,77436
1884,CMT,2.9,-73.979357,40.753434,-73.949558,40.783744,77241
1885,CMT,2.8,-73.963978,40.761115,-73.976142,40.754084,77347
1886,CMT,2.0,-73.999341,40.727698,-73.978992,40.7504,78497
1887,CMT,1.1,-73.995068,40.744736,-73.996127,40.73261,75608
1888,CMT,1.3,-73.969218,40.754471,-73.991455,40.764097,75375
1889,CMT,2.0,-73.979496,40.765008,-73.980623,40.74195,75278
1890,CMT,2.4,-73.957471,40.776942,-73.980924,40.749379,75477
1891,CMT,3.5,-73.994517,40.750457,-73.983687,40.721572,75400
1892,CMT,5.4,-73.976535,40.744118,-73.964098,40.719177,75356
1893,CMT,1.3,-73.96287,40.758475,-73.948821,40.774217,74278
1894,CMT,0.3,-73.995483,40.74029,-73.991558,40.74421,74758
1895,CMT,1.1,-73.992272,40.738395,-74.00669,40.730264,78434
1896,CMT,2.9,-73.980527,40.751777,-73.996062,40.721925,78687
1897,CMT,3.0,-73.976963,40.764187,-74.000838,40.729725,78450
1898,CMT,1.4,-73.969695,40.763583,-73.976929,40.746905,78505
1899,CMT,5.1,-73.977383,40.77936,-73.92764,40.766288,78411
1900,CMT,2.0,-73.985277,40.753403,-73.961767,40.763644,78624
1901,CMT,14.4,-73.971842,40.759418,-73.898053,40.912602,78128
1902,CMT,1.6,-73.979581,40.78462,-73.983263,40.764543,78491
1903,CMT,0.7,-73.991948,40.749185,-73.979813,40.743253,78979
1904,CMT,0.9,-73.95323,40.766968,-73.945472,40.778125,78796
1905,CMT,2.8,-73.969092,40.757633,-74.00031,40.734074,78860
1906,CMT,4.3,-74.002879,40.72824,-73.945046,40.69967,78913
1907,CMT,1.6,-74.000436,40.737773,-74.003077,40.717222,78893
1908,CMT,2.2,-73.982215,40.772129,-73.974479,40.750295,75360
1909,CMT,3.0,-73.962197,40.719916,-73.996013,40.721127,75492
1910,CMT,3.2,-73.988632,40.721626,-74.008161,40.748681,75185
1911,CMT,0.8,-73.954319,40.766781,-73.968148,40.770928,75216
1912,CMT,5.7,-73.977928,40.746205,-74.015609,40.711154,75397
1913,CMT,0.9,-73.965871,40.790102,-73.978377,40.79096,75335
1914,CMT,0.7,-73.958597,40.717453,-73.956645,40.720703,74497
1915,CMT,2.8,-74.009197,40.70359,-74.006263,40.734226,74245
1916,CMT,3.2,-73.982468,40.768617,-73.951087,40.804349,74469
1917,CMT,1.2,-73.969524,40.758804,-73.957834,40.773537,74593
1918,CMT,0.8,-73.989954,40.735511,-73.994729,40.743735,74579
1919,CMT,11.0,-73.863552,40.769827,-73.980117,40.779103,74231
1920,CMT,2.1,-74.009947,40.71224,-73.994302,40.738122,74375
1921,CMT,1.8,-73.992192,40.750078,-73.971164,40.756547,78722
1922,CMT,1.0,-74.007664,40.743082,-73.994949,40.750177,78521
1923,CMT,1.9,-73.988761,40.737033,-73.990516,40.756543,78728
1924,CMT,9.1,-73.972385,40.7864,-73.973938,40.672262,78161
1925,CMT,1.8,-73.970197,40.75991,-73.98229,40.774892,78594
1926,CMT,0.6,-73.989783,40.740761,-73.996319,40.736456,75226
1927,CMT,2.7,0.0,0.0,0.0,0.0,75825
1928,CMT,1.4,-74.005467,40.738178,-74.004518,40.719668,75813
1929,CMT,1.7,-73.992317,40.759105,-73.999259,40.739248,75840
1930,CMT,1.9,-73.982422,40.679068,-73.989444,40.731738,76172
1931,CMT,2.9,-73.988172,40.748649,-73.985109,40.781968,76357
1932,CMT,2.2,-73.981655,40.773592,-73.965715,40.801418,76429
1933,CMT,0.0,-73.988803,40.765654,-73.988803,40.765654,74676
1934,CMT,2.1,-73.98719,40.721112,-73.959466,40.711533,76441
1935,CMT,9.4,-73.865718,40.771096,-73.986829,40.735668,76243
1936,CMT,1.8,-73.979724,40.783722,-73.955684,40.77234,72871
1937,CMT,1.2,-73.977859,40.742195,-73.989273,40.726363,73094
1938,CMT,1.5,-74.003214,40.744274,-73.979968,40.734842,72693
1939,CMT,0.8,-73.991449,40.726962,-73.983424,40.734977,73065
1940,CMT,2.4,-73.99473,40.750218,-73.992747,40.730226,72774
1941,CMT,1.9,-73.989549,40.756617,-73.985629,40.735773,72909
1942,CMT,0.3,-73.99622,40.732185,-73.995266,40.728474,72955
1943,CMT,2.2,-73.978625,40.751567,-73.993342,40.725526,72825
1944,CMT,0.4,-73.979523,40.786187,-73.973485,40.787292,73102
1945,CMT,1.4,-73.98051,40.73421,-73.988794,40.748299,72710
1946,CMT,0.7,-73.960087,40.766292,-73.961281,40.758608,73008
1947,CMT,1.4,-73.976009,40.761521,-73.959474,40.77143,72859
1948,CMT,2.8,0.0,0.0,0.0,0.0,72793
1949,CMT,2.4,-73.981727,40.766413,-74.005612,40.740568,72916
1950,CMT,1.6,-73.973462,40.754568,-73.986054,40.74071,72728
1951,CMT,5.4,-73.997422,40.725964,-73.97572,40.783086,72862
1952,CMT,1.6,-73.980738,40.780616,-73.96469,40.792385,72728
1953,CMT,2.5,-73.994089,40.762389,-73.953223,40.768344,72901
1954,CMT,2.6,-73.972944,40.752386,-73.985542,40.778208,72796
1955,CMT,1.0,-73.990372,40.74572,-74.00321,40.736232,73030
1956,CMT,0.9,-73.991912,40.73853,-74.003447,40.732566,72783
1957,CMT,1.0,-73.976119,40.760203,-73.991334,40.7645,72828
1958,CMT,4.5,-74.002117,40.738776,-73.979442,40.789631,72844
1959,CMT,10.4,-73.956205,40.784839,-73.852681,40.716114,72821
1960,CMT,1.4,-73.993959,40.749973,-73.989705,40.740789,72903
1961,CMT,1.1,-74.004636,40.734311,-73.991332,40.727535,72790
1962,CMT,1.6,-74.001075,40.731704,-73.986015,40.752325,68323
1963,CMT,1.2,-73.991738,40.741082,-73.978309,40.751146,68238
1964,CMT,2.0,-73.989315,40.738684,-73.991288,40.760279,68080
1965,CMT,2.5,-74.01045,40.719771,-74.005736,40.745277,68072
1966,CMT,1.7,-73.971163,40.76122,-73.955568,40.77764,68138
1967,CMT,1.3,-73.946417,40.772849,-73.961514,40.764513,68393
1968,CMT,1.5,-73.993047,40.742265,-74.003822,40.753075,70750
1969,CMT,1.0,-74.001872,40.746802,-74.001733,40.735332,70952
1970,CMT,0.9,-73.961913,40.773888,-73.968164,40.767639,71035
1971,CMT,3.6,-73.993268,40.741488,-74.013345,40.709666,70548
1972,CMT,1.8,-74.004224,40.742268,-73.985481,40.75772,70747
1973,CMT,3.1,-73.980958,40.755305,-74.007178,40.730807,70574
1974,CMT,1.3,-74.014646,40.715514,-74.00384,40.726208,70854
1975,CMT,3.6,-73.965337,40.717027,-73.993462,40.73177,70621
1976,CMT,0.7,-73.967696,40.792073,-73.975409,40.785362,70768
1977,CMT,0.7,-73.989853,40.73424,-73.992209,40.729146,70832
1978,CMT,8.1,-73.976388,40.764132,-73.991013,40.692662,70722
1979,CMT,2.2,-73.953843,40.767057,-73.953335,40.791045,70882
1980,CMT,1.4,-73.975894,40.791445,-73.956878,40.786488,70940
1981,CMT,1.5,-73.979328,40.749405,-73.996658,40.760189,70687
1982,CMT,2.4,-73.982381,40.763386,-73.969767,40.794517,70687
1983,CMT,1.6,-74.00058,40.737131,-74.008892,40.717025,70857
1984,CMT,3.3,-73.968095,40.792206,-74.002696,40.760619,61192
1985,CMT,2.1,-73.990974,40.735026,-74.010558,40.718715,60923
1986,CMT,0.7,-73.991125,40.736045,-74.001877,40.737649,61454
1987,CMT,1.9,-73.970274,40.757773,-73.96195,40.778807,61682
1988,CMT,0.9,-73.96625,40.79462,-73.976331,40.793232,61905
1989,CMT,5.6,-73.98393,40.762285,-74.012371,40.7026,61430
1990,CMT,0.9,-73.972984,40.793344,-73.97654,40.782475,61408
1991,CMT,15.6,-73.871182,40.773903,-74.009178,40.709263,61253
1992,CMT,0.7,0.0,0.0,0.0,0.0,61763
1993,CMT,2.8,-73.967533,40.760248,-73.936327,40.73611,61448
1994,CMT,0.4,-73.964893,40.772412,-73.959365,40.775158,61564
1995,CMT,0.5,-73.95386,40.778702,-73.947798,40.77518,61603
1996,CMT,2.2,-73.96835,40.755444,-73.981332,40.771909,61470
1997,CMT,1.3,-73.982848,40.743593,-73.970196,40.752355,85007
1998,CMT,2.1,-74.001603,40.741109,-73.987517,40.733089,84950
1999,CMT,6.6,-73.989566,40.72041,-73.919724,40.766083,84978
2000,CMT,0.8,-73.982418,40.756346,-73.970683,40.752183,85372
2001,CMT,2.6,-74.004983,40.728262,-73.988984,40.758076,85022
2002,CMT,1.2,-73.985456,40.76307,-73.967687,40.756515,85135
2003,CMT,3.2,-73.968541,40.78676,-73.974081,40.750303,84886
2004,CMT,0.9,-73.986229,40.760647,-73.991667,40.749585,85168
2005,CMT,13.0,-73.995327,40.726141,-73.926038,40.867649,84779
2006,CMT,1.1,-73.989425,40.76961,-74.002484,40.760729,85274
2007,CMT,3.4,-73.981496,40.74541,-74.014956,40.718266,84966
2008,CMT,7.9,-73.96917,40.757236,-73.929763,40.849535,85129
2009,CMT,2.3,-73.980043,40.74927,-73.956562,40.767,76674
2010,CMT,4.6,-73.992614,40.744642,-73.967747,40.711024,76595
2011,CMT,2.3,-73.995842,40.738627,-73.972263,40.762623,76510
2012,CMT,1.3,-73.983625,40.768246,-73.972147,40.756405,76767
2013,CMT,4.7,-73.997867,40.720687,-73.955684,40.776808,76639
2014,CMT,11.5,-73.862692,40.769068,-73.984729,40.759122,76718
2015,CMT,1.7,-73.976225,40.764066,-73.992825,40.749153,76465
2016,CMT,11.1,-73.979287,40.757276,-73.82329,40.715377,76711
2017,CMT,3.2,-73.997022,40.72222,-73.956555,40.720927,76736
2018,CMT,1.4,-73.968412,40.755615,-73.981363,40.737055,76521
2019,CMT,2.7,-73.944597,40.715738,-73.970237,40.689713,76690
2020,CMT,1.6,-73.97982,40.753114,-73.995497,40.736062,76470
2021,CMT,5.5,-74.078481,40.72888,-74.078481,40.72888,76784
2022,CMT,2.7,-73.996325,40.744518,-74.004637,40.719376,76630
2023,CMT,0.8,-73.991727,40.751209,-73.999644,40.742661,76642
2024,CMT,10.6,-73.870869,40.773855,-73.973356,40.685888,76963
2025,CMT,1.3,0.0,0.0,0.0,0.0,76815
2026,CMT,3.9,-73.981837,40.736676,-73.960164,40.718484,76884
2027,CMT,8.0,-73.874494,40.77397,-73.966907,40.757373,80186
2028,CMT,1.3,0.0,0.0,0.0,0.0,80441
2029,CMT,8.9,-73.872717,40.774247,-73.984234,40.757593,80361
2030,CMT,1.1,-73.995028,40.750405,-73.979174,40.749946,80469
2031,CMT,2.3,-73.977801,40.77868,-73.948799,40.784908,80628
2032,CMT,1.3,-73.985341,40.734966,-73.99971,40.723568,80736
2033,CMT,3.0,-73.951365,40.714098,-73.98744,40.72764,80327
2034,CMT,1.2,-73.982377,40.77252,-73.992477,40.739662,80340
2035,CMT,0.7,-73.974401,40.76331,-73.966785,40.767138,80754
2036,CMT,1.1,-73.984932,40.768493,-73.964766,40.760755,80545
2037,CMT,7.9,-73.958462,40.717208,-73.980382,40.661251,80442
2038,CMT,11.5,-73.872979,40.774046,-73.971494,40.673551,80163
2039,CMT,3.3,-73.966085,40.761558,-73.986906,40.721294,80575
2040,CMT,3.9,-73.985278,40.75373,-73.967503,40.802091,80452
2041,CMT,2.6,-73.985158,40.741803,-73.988513,40.769259,80241
2042,CMT,2.0,-73.993995,40.756594,-74.005918,40.740031,80635
2043,CMT,6.0,-73.992816,40.723763,-73.91858,40.758212,80385
2044,CMT,5.4,-74.01031,40.719524,-73.979264,40.777507,80392
2045,CMT,1.5,-74.003451,40.73562,-74.009075,40.716076,80738
2046,CMT,3.7,-73.95004,40.671617,-73.956018,40.71945,80479
2047,CMT,1.2,-73.986073,40.762377,-73.982767,40.777153,80539
2048,CMT,0.0,-73.957786,40.815081,-73.957784,40.815073,81038
2049,CMT,5.1,-74.001281,40.725921,-73.985639,40.662919,80629
2050,CMT,2.7,-74.010758,40.717515,-73.978298,40.721532,76139
2051,CMT,3.9,-74.006542,40.738573,-73.960255,40.762185,76311
2052,CMT,7.7,-74.005732,40.706392,-73.952646,40.776828,76416
2053,CMT,1.1,-73.980141,40.78045,-73.98249,40.768255,76140
2054,CMT,2.1,-73.98154,40.753921,-74.003542,40.732154,76129
2055,CMT,0.8,-73.969567,40.763578,-73.977715,40.754005,76229
2056,CMT,1.0,-73.98475,40.753369,-73.969837,40.751929,76201
2057,CMT,3.6,-73.999527,40.72038,-73.977998,40.680302,76406
2058,CMT,8.8,-73.985719,40.75645,-73.931345,40.854893,76397
2059,CMT,9.1,-73.99289,40.724317,-73.942087,40.812107,76460
2060,CMT,3.2,-73.999416,40.734077,-73.985648,40.768797,76438
2061,CMT,1.3,-73.996714,40.73252,-73.980825,40.740291,76448
2062,CMT,2.9,-73.980839,40.760284,-73.945144,40.776506,76398
2063,CMT,7.3,-74.00462,40.746976,-73.941651,40.812008,76336
2064,CMT,1.7,-73.982287,40.768427,-73.975383,40.752708,76404
2065,CMT,3.3,-73.984306,40.746054,-73.976423,40.791099,76303
2066,CMT,2.7,-73.982672,40.772442,-73.949599,40.785427,76213
2067,CMT,4.3,-73.980833,40.760311,-73.947398,40.765327,76194
2068,CMT,1.0,-74.00339,40.740158,-74.005275,40.728743,76343
2069,CMT,1.0,-73.993046,40.734006,-73.983525,40.743854,75268
2070,CMT,5.7,-74.006403,40.721605,-73.991976,40.658684,75295
2071,CMT,2.0,-73.957614,40.782712,-73.981514,40.771109,68441
2072,CMT,1.7,-73.972155,40.750955,-73.986368,40.727908,68724
2073,CMT,0.9,-73.944663,40.787349,-73.953867,40.775003,68733
2074,CMT,1.5,-73.971556,40.747261,-73.99064,40.74039,68365
2075,CMT,1.0,-74.003344,40.732775,-74.000163,40.72247,68733
2076,CMT,3.6,-74.003264,40.738884,-73.982532,40.782527,68309
2077,CMT,1.0,-73.990028,40.73303,-73.976173,40.733357,68619
2078,CMT,0.5,-73.969754,40.763017,-73.974821,40.756571,68658
2079,CMT,12.8,-73.782045,40.644449,-73.972456,40.673406,68375
2080,CMT,19.3,-73.789199,40.641771,-74.002845,40.72682,68421
2081,CMT,1.1,-73.969183,40.763073,-73.960927,40.778139,68742
2082,CMT,1.5,-73.991232,40.750027,-73.98185,40.762896,68517
2083,CMT,1.4,-73.991781,40.759667,-73.98781,40.744678,68854
2084,CMT,1.0,-73.978851,40.753755,-73.979738,40.765014,68681
2085,CMT,2.1,-73.974527,40.764963,-73.99456,40.749359,68602
2086,CMT,0.9,-73.99607,40.763297,-73.98343,40.76194,69144
2087,CMT,1.2,-73.974088,40.747138,-73.983824,40.731951,69187
2088,CMT,8.0,-73.969499,40.765846,-73.907312,40.864767,68548
2089,CMT,2.3,-73.981332,40.754423,-73.984254,40.727198,68811
2090,CMT,1.0,-73.969476,40.763725,-73.959633,40.77085,68915
2091,CMT,1.0,-74.002996,40.706498,-73.984684,40.710286,63439
2092,CMT,1.9,-74.005737,40.74838,-73.985953,40.767886,63578
2093,CMT,5.8,-73.982564,40.774919,-73.985455,40.726836,62990
2094,CMT,10.7,-73.862579,40.768998,-74.001572,40.724763,63059
2095,CMT,3.6,-74.009228,40.704168,-74.016938,40.70768,63223
2096,CMT,2.3,-73.984655,40.736904,-73.983234,40.714908,63711
2097,CMT,0.8,-74.005627,40.726748,-74.010019,40.714502,63829
2098,CMT,2.1,-74.008927,40.72598,-73.977602,40.725965,63450
2099,CMT,3.3,-73.981149,40.76629,-73.985315,40.729121,63812
2100,CMT,1.5,-73.970586,40.756861,-73.981929,40.771258,63736
2101,CMT,4.9,-73.963656,40.774465,-73.99896,40.719322,63029
2102,CMT,3.8,-73.98908,40.73961,-73.98021,40.782299,63565
2103,CMT,6.8,-73.872959,40.774092,-73.936348,40.817192,63452
2104,CMT,2.1,-73.977027,40.777012,-73.952608,40.789405,63696
2105,CMT,15.7,-73.991057,40.727835,-74.17741,40.690678,63109
2106,CMT,11.1,-73.862978,40.769182,-73.974373,40.755343,63193
2107,CMT,3.7,-73.991341,40.740728,-74.017298,40.711404,76112
2108,CMT,2.1,-73.976615,40.758675,-73.960053,40.776118,76048
2109,CMT,1.1,-73.990937,40.724077,-73.981828,40.71463,75930
2110,CMT,5.5,-74.00124,40.727766,-73.988269,40.665085,76097
2111,CMT,1.9,-73.991535,40.744175,-73.973141,40.764397,75925
2112,CMT,3.3,-73.974292,40.754008,-73.975648,40.732725,75843
2113,CMT,1.4,-74.00199,40.735018,-73.982874,40.72291,76114
2114,CMT,2.2,-73.980981,40.726286,-73.981041,40.726191,75810
2115,CMT,1.9,-73.979127,40.744241,-73.98322,40.7223,75837
2116,CMT,1.7,-73.983418,40.738992,-73.989987,40.75633,76078
2117,CMT,8.8,-73.989136,40.742257,-73.850499,40.723161,79993
2118,CMT,0.8,-74.002728,40.739553,-74.003936,40.748063,80154
2119,CMT,9.9,-73.870649,40.773627,-73.988515,40.777862,80035
2120,CMT,0.9,-73.997683,40.74643,-73.990194,40.73859,80354
2121,CMT,3.8,-73.988006,40.718977,-73.965872,40.711456,80150
2122,CMT,1.1,-73.977409,40.726084,-73.991385,40.735139,80366
2123,CMT,18.8,-73.786903,40.641617,-73.958988,40.761611,80032
2124,CMT,1.8,-73.989314,40.743535,-74.003456,40.72771,80244
2125,CMT,0.6,-73.982903,40.771696,-73.982239,40.765203,80237
2126,CMT,2.6,-74.006847,40.743318,-73.988575,40.769299,80120
2127,CMT,0.9,-74.000799,40.735901,-73.9876,40.729374,80235
2128,CMT,4.1,-74.000914,40.721092,-73.962494,40.763424,79955
2129,CMT,4.6,-74.004555,40.730803,-73.941078,40.722129,79823
2130,CMT,6.2,-74.005833,40.719309,-73.949738,40.790305,79872
2131,CMT,1.8,-73.979742,40.761188,-73.982319,40.782271,80555
2132,CMT,0.9,-73.989547,40.749745,-74.000747,40.742076,73100
2133,CMT,0.7,-73.967122,40.763652,-73.976482,40.76441,73220
2134,CMT,1.2,-74.002921,40.728167,-73.987663,40.732653,73321
2135,CMT,17.2,-73.776863,40.645106,-73.963072,40.76355,73070
2136,CMT,0.8,-73.973794,40.747397,-73.982079,40.736216,73491
2137,CMT,0.6,-73.996567,40.73738,-74.006486,40.740561,73326
2138,CMT,3.4,-74.005786,40.745405,-73.960967,40.757104,72960
2139,CMT,1.7,-74.003617,40.748584,-73.998949,40.734899,73176
2140,CMT,4.6,-73.974528,40.742045,-73.967289,40.793767,73225
2141,CMT,2.5,-73.975816,40.76119,-74.001251,40.739323,73039
2142,CMT,15.9,-74.007726,40.742873,-74.007726,40.742873,73221
2143,CMT,0.9,-73.991058,40.749424,-73.980286,40.74424,73236
2144,CMT,0.5,-73.977059,40.749802,-73.975879,40.744769,73394
2145,CMT,1.7,-73.970157,40.756265,-73.991602,40.770532,73075
2146,CMT,1.8,-73.966879,40.756281,-73.990942,40.751166,73394
2147,CMT,2.2,-73.978864,40.752806,-73.979658,40.776303,73478
2148,CMT,1.7,-73.991304,40.73735,-73.997128,40.720612,73538
2149,CMT,1.7,-74.00552,40.740536,-73.998322,40.722853,73246
2150,CMT,1.5,-73.959108,40.76816,-73.981041,40.77424,73542
2151,CMT,10.2,-74.015103,40.714312,-73.904577,40.719128,73434
2152,CMT,2.4,-73.973074,40.757293,-73.999334,40.739054,73231
2153,CMT,0.5,-73.990049,40.749043,-73.992537,40.753269,73023
2154,CMT,1.7,-74.004991,40.74063,-73.99241,40.724872,73195
2155,CMT,0.7,-73.993715,40.740676,-73.986522,40.742108,73188
2156,CMT,1.9,-73.990186,40.713941,-73.998168,40.733925,73028
2157,CMT,3.4,-73.974658,40.784186,-73.987932,40.743476,72927
2158,CMT,5.3,-73.863357,40.769672,-73.837828,40.718965,72944
2159,CMT,3.3,-73.983207,40.758934,-73.992217,40.721329,73227
2160,CMT,1.0,-73.967314,40.758539,-73.959134,40.771799,73288
2161,CMT,1.0,-73.973643,40.784525,-73.975673,40.794565,73425
2162,CMT,10.3,-73.870948,40.773715,-73.972808,40.7562,72992
2163,CMT,10.8,-73.864199,40.769921,-73.979504,40.689882,73042
2164,CMT,9.0,-73.954557,40.781367,-74.015774,40.715824,73547
2165,CMT,1.9,-73.980395,40.783081,-73.963238,40.768734,73347
2166,CMT,2.3,-73.985142,40.744881,-73.983802,40.770613,73434
2167,CMT,1.9,-73.975703,40.754288,-73.95345,40.767145,73286
2168,CMT,1.0,-73.995521,40.739187,-73.984103,40.743743,73402
2169,CMT,1.9,-73.947254,40.780335,-73.968261,40.765194,73282
2170,CMT,0.9,-73.99169,40.726203,-73.979701,40.726834,73141
2171,CMT,3.3,-73.999314,40.754525,-73.97224,40.795819,73470
2172,CMT,4.3,-74.007027,40.742664,-73.959386,40.771219,73403
2173,CMT,2.0,-73.96388,40.757051,-73.988595,40.744396,73011
2174,CMT,5.3,-73.955852,40.77377,-74.001959,40.734945,72980
2175,CMT,0.7,-73.958798,40.763651,-73.958827,40.772352,73523
2176,CMT,0.8,-73.99375,40.746326,-73.993907,40.737969,73360
2177,CMT,4.2,-73.98487,40.739232,-73.973918,40.686102,73041
2178,CMT,4.3,-74.016063,40.705013,-73.993104,40.763032,75629
2179,CMT,0.8,-73.987743,40.732673,-73.999951,40.734666,78463
2180,CMT,2.0,-74.000337,40.728827,-73.978178,40.745497,85121
2181,CMT,7.4,-73.969057,40.689307,-73.904519,40.759076,85141
2182,CMT,1.9,-73.97141,40.759804,-73.994762,40.751786,72743
2183,CMT,0.5,-74.001566,40.746359,-74.006546,40.742996,73206
2184,CMT,0.8,-73.979896,40.743384,-73.981527,40.751067,72936
2185,CMT,1.6,-73.981207,40.774139,-73.981207,40.774139,72862
2186,CMT,0.8,-73.98231,40.745424,-73.979753,40.737445,73005
2187,CMT,2.1,-73.986473,40.768411,-73.996621,40.743718,72739
2188,CMT,2.1,-73.954829,40.774993,-73.975083,40.752137,72857
2189,CMT,0.9,-73.978374,40.786038,-73.981663,40.773178,72833
2190,CMT,2.9,-73.971874,40.756942,-73.96748,40.787764,72826
2191,CMT,1.0,-73.98667,40.745113,-73.993436,40.733095,73002
2192,CMT,2.9,-74.007382,40.717501,-73.990761,40.755592,72727
2193,CMT,0.6,-73.984745,40.755343,-73.984757,40.748589,73150
2194,CMT,0.8,-73.986191,40.66925,-73.978891,40.678724,73509
2195,CMT,0.9,-73.996778,40.742129,-73.981623,40.736954,73037
2196,CMT,1.4,-73.988804,40.743859,-74.006176,40.734582,73095
2197,CMT,1.5,-73.990373,40.76166,-74.003981,40.742755,73129
2198,CMT,3.2,-73.994185,40.750888,-73.967261,40.790281,72956
2199,CMT,1.5,-73.991493,40.744127,-73.975105,40.750925,73153
2200,CMT,2.8,-73.982767,40.755357,-73.974282,40.791252,73036
2201,CMT,0.4,-73.985584,40.747061,-73.992193,40.749348,73442
2202,CMT,12.8,-73.974123,40.750341,-73.982753,40.61273,73212
2203,CMT,2.1,-73.987052,40.766035,-74.003022,40.739959,73102
2204,CMT,1.1,-74.011308,40.716005,-73.996993,40.719263,73278
2205,CMT,2.9,-73.984328,40.728925,-73.994831,40.759056,72953
2206,CMT,1.4,-73.979459,40.735539,-73.98505,40.749966,73059
2207,CMT,4.4,-73.997143,40.729747,-73.959684,40.77779,73173
2208,CMT,2.0,-73.983691,40.758486,-74.003878,40.733485,72777
2209,CMT,1.7,-74.00603,40.725445,-74.015871,40.710501,73009
2210,CMT,0.9,-73.995092,40.733319,-73.997883,40.72218,72776
2211,CMT,2.3,-73.987365,40.760602,-73.957956,40.770019,73226
2212,CMT,5.4,-73.975347,40.782186,-74.009628,40.721909,73058
2213,CMT,1.2,-73.9913,40.744953,-73.99983,40.734621,73053
2214,CMT,3.4,-73.974287,40.754054,-73.969186,40.788682,79118
2215,CMT,4.4,-73.992183,40.728864,-73.957991,40.782073,78934
2216,CMT,3.0,-73.970647,40.75583,-73.9803,40.782507,79197
2217,CMT,1.0,-73.972945,40.755639,-73.983977,40.743646,79091
2218,CMT,4.6,-73.96365,40.644473,-73.935777,40.596507,79363
